Артикул,Имя,Цена,Валюта,Картинка,Описание,Наличие,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики
SMT2507,100% cинтетический кондиционер металла 2-го поколения SYNTHETIC METAL TREATMENT 2nd GENERATION (SMT2507) 118 мл,481,₴,https://content.rozetka.com.ua/goods/images/big/251174605.png,"<p style=""text-indent: 7px; color: rgb(85, 85, 85); font-family: Helvetica, Arial, sans-serif; font-size: 13px; text-align: justify;""><strong>SMT<sup>2</sup></strong> - это полностью (100%) синтетический, негорючий, коррозионно неактивный, нетоксичный, биоразлагаемый антифрикционный кондиционер металла, предназначенный для снижения трения и изнашивания деталей машин. Доставляется в зону трения путем добавления в смазочный материал, спецжидкость или топливо; полностью растворим и не изменяет функциональные физико-химические свойства последних. Механизм кондиционирования основан на известном физическом эффекте изменения структуры и свойств граничного слоя металлов под воздействием определенных активных веществ в условиях высоких температур и давлений, сопровождающих трение и изнашивание. В результате кондиционирования касательное напряжение (трение) поверхности снижается, а нормальное (износостойкость) возрастает.</p><p style=""text-indent: 7px; color: rgb(85, 85, 85); font-family: Helvetica, Arial, sans-serif; font-size: 13px; text-align: justify;"">В состав <strong>SMT<sup>2</sup></strong> входит ноу-хау производителя – компонент TPF (Temperature, Pressure, Friction), который вступает в действие при повышении Температиры, Давления и Трения в зоне контакта между движущимися поверхностями, формируя граничный защитный слой.</p><p style=""text-indent: 7px; color: rgb(85, 85, 85); font-family: Helvetica, Arial, sans-serif; font-size: 13px; text-align: justify;""><strong>ОТЛИЧИЯ <strong>SMT<sup>2</sup></strong> ОТ АНАЛОГОВ:</strong></p><ul style=""color: rgb(85, 85, 85); font-family: Helvetica, Arial, sans-serif; font-size: 13px; text-align: justify;""><li><span style=""line-height: 1.3em;"">100% синтетический состав, обеспечивающий высокое постоянство свойств</span></li><li><span style=""line-height: 1.3em;"">Отсутствие негативного (загрязняющего, окислительного и др.) воздействия на смазочный материал, спецжидкость или топливо</span></li><li><span style=""line-height: 1.3em;"">Наивысший остаточный эффект (последействие), позволяющий в аварийном режиме эксплуатировать технику без смазочного материала в течение времени, достаточного для принятия мер по ремонту</span></li></ul><p style=""text-indent: 7px; color: rgb(85, 85, 85); font-family: Helvetica, Arial, sans-serif; font-size: 13px; text-align: justify;""><strong>ЭКСПЛУАТАЦИЯ:</strong></p><ul style=""color: rgb(85, 85, 85); font-family: Helvetica, Arial, sans-serif; font-size: 13px; text-align: justify;""><li><span style=""line-height: 1.3em;"">Увеличение мощности двигателя</span></li><li><span style=""line-height: 1.3em;"">Улучшение приемистости автомобиля</span></li><li><span style=""line-height: 1.3em;"">Увеличение срока службы двигателя и КПП в 2-2,5 раза</span></li></ul><p style=""text-indent: 7px; color: rgb(85, 85, 85); font-family: Helvetica, Arial, sans-serif; font-size: 13px; text-align: justify;""><strong>ЭКОНОМИЧНОСТЬ:</strong><br>Снижение расхода топлива на 5-10%</p><p style=""text-indent: 7px; color: rgb(85, 85, 85); font-family: Helvetica, Arial, sans-serif; font-size: 13px; text-align: justify;""><strong>ЭКОЛОГИЧНОСТЬ:</strong><br>Снижение токсичности отработавших газов (по СН и NOx) в среднем на 10 и 20% соответственно</p><p style=""text-indent: 7px; color: rgb(85, 85, 85); font-family: Helvetica, Arial, sans-serif; font-size: 13px; text-align: justify;""><strong>ПРИМЕНЕНИЕ И РЕКОМЕНДУЕМАЯ КОНЦЕНТРАЦИЯ <strong>SMT<sup>2</sup></strong></strong></p><p style=""text-indent: 7px; color: rgb(85, 85, 85); font-family: Helvetica, Arial, sans-serif; font-size: 13px; text-align: justify;""><em><strong><strong>SMT<sup>2</sup></strong> добавляется к смазочным материалам:</strong></em></p><ol style=""color: rgb(85, 85, 85); font-family: Helvetica, Arial, sans-serif; font-size: 13px; text-align: justify;""><li><span style=""line-height: 1.3em;""><span style=""text-decoration-line: underline;""><em>Система смазки двигателя:</em></span> 60 мл <strong>SMT<sup>2</sup></strong> на 1 л моторного масла (6%) при первой обработке и 30 мл (3%) при последующих.</span></li><li><span style=""line-height: 1.3em;""><span style=""text-decoration-line: underline;""><em>Трансмиссия:</em></span> 50 мл <strong>SMT<sup>2</sup></strong> на 1 л трансмиссионного масла для МКПП и главных передач (5%). 15 мл SMT2 на 1 л жидкости АКПП (1,5%). Для заливки используйте входящую в комплект насадку с трубкой. Не применяйте для дифференциалов повышенного трения!</span></li><li><span style=""line-height: 1.3em;""><span style=""text-decoration-line: underline;""><em>Двухтактные ДВС с кривошипно-камерной продувкой:</em></span> 30 мл <strong>SMT<sup>2</sup></strong> на 1 л моторного масла (3%), добавляемого к бензину.</span></li><li><span style=""line-height: 1.3em;""><span style=""text-decoration-line: underline;""><em>Подшипниковые узлы:</em></span> 30 мл <strong>SMT<sup>2</sup></strong> на 1 кг смазки (3%).</span></li><li><span style=""line-height: 1.3em;""><span style=""text-decoration-line: underline;""><em>Для бензина и дизельного топлива:</em></span> 20 мл <strong>SMT<sup>2</sup></strong> на 100 л топлива (0,02%).</span></li></ol><p style=""text-indent: 7px; color: rgb(85, 85, 85); font-family: Helvetica, Arial, sans-serif; font-size: 13px; text-align: justify;""><strong>СФЕРЫ ПРИМЕНЕНИЯ:</strong></p><ul style=""color: rgb(85, 85, 85); font-family: Helvetica, Arial, sans-serif; font-size: 13px; text-align: justify;""><li><span style=""line-height: 1.3em;"">Легковые автомобили</span></li><li><span style=""line-height: 1.3em;"">Грузовики</span></li><li><span style=""line-height: 1.3em;"">Мототранспортные средства</span></li><li><span style=""line-height: 1.3em;"">Катера и гидроциклы</span></li><li><span style=""line-height: 1.3em;"">Малая авиация, авиа- и судомоделирование</span></li><li><span style=""line-height: 1.3em;"">Средства малой механизации</span></li><li><span style=""line-height: 1.3em;"">Металлообработка</span></li><li><span style=""line-height: 1.3em;"">Гладкоствольное и нарезное оружие</span></li><li><span style=""line-height: 1.3em;"">А также: оборудование строительной, легкой и печатной промышленности, компрессоры и насосы, дизельные электрогенераторы, системы кондиционирования и вентиляции, сельхозтехника и др.</span></li></ul><p style=""text-indent: 7px; color: rgb(85, 85, 85); font-family: Helvetica, Arial, sans-serif; font-size: 13px; text-align: justify;""><strong>СОСТАВ:</strong> Синтетические углеводороды, антиоксидант, функциональные добавки (ноу-хау производителя).</p>",+,Бренд,SMT,,,,,,,,,,,Емкость (вес),118 мл,,,,
V492,Освежитель воздуха салона автомобиля K2 CARO 4мл (зеленый чай) V492,39,₴,"https://content.rozetka.com.ua/goods/images/big/255185700.jpg, https://content1.rozetka.com.ua/goods/images/big/255185712.jpg","K2 Caro - освежитель воздуха в элегантном маленьком флаконе с деревянной пробкой. Благодаря специальному аппликатору, 10 уникальных и исключительных ароматов, постепенно и нежно наполняют салон автомобиля. Регулируемая подвеска позволяет повесить ее в любом месте, избегая контакта пробки с любой поверхностью. K2 Caro - это удобный способ освежить интерьер любого автомобиля и любого помещения. Особенности автомобильного освежителя воздуха K2 CARO: • стеклянная бутылка  • крышка из экзотического дерева  • регулируемая по высоте лента  • запорная пробка",+,Бренд,K2,Страна производитель,Польша,,,,,,,,,,,,,,,Дополнительные характеристики,Применение: Подвесные Крепление: Завязки
E914LI,Паливні фільтри E914LI (HENGST),402,₴,https://content.rozetka.com.ua/goods/images/big/224857804.jpg,"LA37  MB W202 94-00, W210 95-02",+,Бренд,Hengst,
KC388D,Паливні фільтри KC388D (KNECHT),490,₴,https://content2.rozetka.com.ua/goods/images/big/224869010.jpg,MITSUBISHI L 200 2.5 DI-D  06-,+,Бренд,Knecht,
ELH4261,Паливні фільтри ELH4261 Фільтр оливи ( аналогWL7291/OC313),164,₴,https://content2.rozetka.com.ua/goods/images/big/224869718.jpg,"RENAULT TRAFIC,MASTER 2.1D  80-97, LAGUNA 2.2TD 99-01",+,Бренд,Mecafilter,
E1015L,Фільтр повітряний HENGST (E1015L),425,₴,https://content2.rozetka.com.ua/goods/images/big/216427721.jpg,LX2813  MB C/E 180-250  07-  /WIX 49094/,+,,,
ELH4410,Паливні фільтри ELH4410 Фільтр оливи ( аналогWL7489/OX422D),173,₴,https://content.rozetka.com.ua/goods/images/big/224869748.jpg,"Seat ; Skoda; Volkswagen 1.2TDI, 10-",+,Бренд,Mecafilter,
H14W26,Паливні фільтри H14W26 (HENGST),258,₴,https://content2.rozetka.com.ua/goods/images/big/224869213.jpg,"OC 247, LDV MAXUS 2.5CDI/DTiC 02/05 - 12/08, OPEL Frontera A (5_MWL4)  2.5 TDS  03/92 - 10/98",+,Бренд,Hengst,
ELP9303,Паливні фільтри ELP9303 Фільтр повітря ( аналогWA9551/LX1575),149,₴,https://content1.rozetka.com.ua/goods/images/big/232033813.jpg,Suzuki Swift III 2/05,+,Бренд,Mecafilter,
LX1741/1,Воздушный фильтр Knecht LX1741/1 70536023,699,₴,https://content1.rozetka.com.ua/goods/images/big/183013319.jpg,,-,Бренд,Knecht,
E1128L,Фільтр повітря HENGST (E1128L),867,₴,https://content2.rozetka.com.ua/goods/images/big/216429855.png,"Iveco Daily IV 2.3 D, 3.0 D, Iveco Daily IV 3.0 CNG, V 2.3D, 3.0D  /WA9793/",+,,,
ELH4719,Паливні фільтри ELH4719 Фільтр оливи ( аналогWL7111/OC108),140,₴,https://content.rozetka.com.ua/goods/images/big/224868926.jpg,"VW T3 (бензин) 1.6 -82, 1.9, 2.1 -92",+,Бренд,Mecafilter,
ELP3952,Паливні фільтри ELP3952 Фільтр повітря ( аналогWA6779/LX1257),154,₴,https://content.rozetka.com.ua/goods/images/big/240463019.jpg,"Renault 9 1.1 09/ 81-05/ 87, Super 5 1.0/ 1.1 10/ 8410/ 88/ Citroen C3/ C2/ Berlingo 1.1i/ 1.4i 02-, 7700724629",-,Бренд,Mecafilter,
ELH4454,Паливні фільтри ELH4454 Фільтр оливи ( аналогWL7164/OC194),195,₴,https://content2.rozetka.com.ua/goods/images/big/224868892.jpg,"NISSAN MAXIMA 2.0, 3.0 95-, KIA SPORTAGE 2.0 16V 94-",+,Бренд,Mecafilter,
ELH4323,Паливні фільтри ELH4323 Фільтр оливи ( аналогWL7412/OX384D),196,₴,https://content1.rozetka.com.ua/goods/images/big/224869576.jpg,"SANTA FE/TUSCON 2,0 CRDI",-,Бренд,Mecafilter,
ELH4372,Паливні фільтри ELH4372 Фільтр оливи ( аналогWL7485/OC614),175,₴,https://content1.rozetka.com.ua/goods/images/big/242700680.jpg,"Dodge Avenger, Caliber, Journey; Jeep Patriot; Suzuki Grand Vitara",+,Бренд,Mecafilter,
OC242,Паливні фільтри OC242 (KNECHT),210,₴,https://content2.rozetka.com.ua/goods/images/big/232033832.jpg,OPEL ASTRA 1.7TD 94-00 /72 X 75 (M18X1.5)/,+,Бренд,Knecht,
ELP9071,Паливні фільтри ELP9071 Фільтр повітря ( аналогWA9448/LX786),235,₴,https://content.rozetka.com.ua/goods/images/big/224865286.jpg,"VW T5 1.9TDI, 2.5TDI, 2.0, 3.2 V6  03-",-,Бренд,Mecafilter,
EKR7068,Паливні фільтри EKR7068 Фільтр салону ( аналогWP6926/LA57),272,₴,https://content1.rozetka.com.ua/goods/images/big/224857248.jpg,"Peugeot 206 8/98- (ОЕ 6447.PE, 9406447)",+,Бренд,Mecafilter,
EL3225,Паливні фільтри EL3225 Фільтр повітря ( аналогWA6031/LX124),295,₴,https://content2.rozetka.com.ua/goods/images/big/224860729.jpg,"PEUGEOT 205 1.1 86-98, 1.3-1.5 -90",+,Бренд,Mecafilter,
ELG5326,Паливні фільтри ELG5326 Фільтр палива ( аналогWF8384/KL566),2043,₴,https://content1.rozetka.com.ua/goods/images/big/232033480.jpg,"Fiat Doblo 1.9JTD 8V (100HP), Punto II 1.3MJTD 16V (75HP) 9/05-",+,Бренд,Mecafilter,
ELG5537,Паливні фільтри ELG5537 Фільтр палива ( аналог95041E/KC188),432,₴,https://content1.rozetka.com.ua/goods/images/big/224870220.jpg,CUMMINS;DAF BUS;DAF TRUCKS,+,Бренд,Mecafilter,
ELH4126,Паливні фільтри ELH4126 Фільтр оливи ( аналогWL7068/OC51o.F.),179,₴,https://content.rozetka.com.ua/goods/images/big/224868955.jpg,VW/AUDI/SEAT/VOLVO diesel engines,+,Бренд,Mecafilter,
EL3674,Паливні фільтри EL3674 Фільтр повітря ( аналогWA6442/),205,₴,https://content1.rozetka.com.ua/goods/images/big/224856852.jpg,Iveco Daily 85->89,+,Бренд,Mecafilter,
ELP9078,Паливні фільтри ELP9078 Фільтр повітря ( аналогWA9469/LX933/3),321,₴,https://content1.rozetka.com.ua/goods/images/big/224865202.jpg,RENAULT Modus 1.4-1.6L 01/ 03-> 8200216005/ 16546BN701,+,Бренд,Mecafilter,
LX725,Воздушный фильтр Mahle LX725 Nissan,214,₴,https://content2.rozetka.com.ua/goods/images/big/14386895.jpg,,-,Бренд,MAHLE,
EL3851,Паливні фільтри EL3851 Фільтр повітря ( аналогWA6586/LX853),205,₴,https://content.rozetka.com.ua/goods/images/big/224860629.jpg,"FIAT PUNTO 1.2i 99-,  DOBLO 1.2i, 1.6i 01-",+,Бренд,Mecafilter,
ELE6035,Паливні фільтри ELE6035 Фільтр палива ( аналогWF8205/KL508),327,₴,https://content2.rozetka.com.ua/goods/images/big/225258288.jpg,,+,Бренд,Mecafilter,
H120WK,Паливні фільтри H120WK (HENGST),385,₴,https://content.rozetka.com.ua/goods/images/big/224869446.jpg,KC90  FORD TRANSIT 2.5D/TD  84-10/97  /163 X 80/,-,Бренд,Hengst,
ELG5254,Паливні фільтри ELG5254 Фільтр палива ( аналогWF8179/),351,₴,https://content.rozetka.com.ua/goods/images/big/225258885.jpg,FIAT Brava 1.9 JTD (105 HP) 95-01,+,Бренд,Mecafilter,
H17WK09,Паливні фільтри H17WK09 (HENGST),277,₴,https://content2.rozetka.com.ua/goods/images/big/224868047.jpg,"KC46 MITSUBISHI L 200  96 -07, PAJERO III 2.5-3.0TD  02 -, KIA BESTA  2.2D 93- 03,  ISUZU TROOPER 2.8TD 88-92, 3.1TD 91-",+,Бренд,Hengst,
ELR7319,Паливні фільтри ELR7319 Фільтр салону ( аналогWP2046/LA482),356,₴,https://content.rozetka.com.ua/goods/images/big/234378414.jpg,"HYUNDAI   ACCENT III (MC) 05-/ELANTRA III (MD, US)  11-/i20 II (GB)  14-/i30 (GD)  11-",+,Бренд,Mecafilter,
H24W01,Паливні фільтри H24W01 (HENGST),203,₴,https://content2.rozetka.com.ua/goods/images/big/224868909.jpg,"OC 62, FENDT Farmer , RENAULT Agriculture",+,Бренд,Hengst,
EKR7270,Паливні фільтри EKR7270 Фільтр салону ( аналогWP9335/LA413),888,₴,https://content1.rozetka.com.ua/goods/images/big/224860614.jpg,"Mercedes C (W204) 3/07-, E (W212) 3/09-, GLK (X204) 10/08- (ОЕ 204.830.05.18)",+,Бренд,Mecafilter,
EHC8400,Паливні фільтри EHC8400 Фільтр оливи ( аналогWL7441/OZ6D),553,₴,https://content1.rozetka.com.ua/goods/images/big/224869077.jpg,"Ford Transit 2.4TDCi 7/06->; Landrover Defender, Discovery II 2.5 TD5 -",-,Бренд,Mecafilter,
KL913,Паливні фільтри KL913 (KNECHT),2439,₴,https://content2.rozetka.com.ua/goods/images/big/224870116.jpg,"MERCEDES-BENZ C 180 -250 CDI, 11-,  CLS 250 CDI ,  E200 - 250 CDI",+,Бренд,Knecht,
EKR7049,Паливні фільтри EKR7049 Фільтр салону ( аналогWP6919/LAK74),625,₴,https://content.rozetka.com.ua/goods/images/big/224857691.jpg,з активованим вугіллям  OPEL ASTRA G  98>04/   ZAFIRA  99-,+,Бренд,Mecafilter,
ELH4164,Паливні фільтри ELH4164 Фільтр оливи ( аналогWL7110/OC49),138,₴,https://content2.rozetka.com.ua/goods/images/big/224869161.jpg,"BMW 316,318,320,520,525 (M10,M20 eng.) -91 (W719/5)",+,Бренд,Mecafilter,
EKR7235,Паливні фільтри EKR7235 Фільтр салону ( аналогWP9313/LAK485),359,₴,https://content2.rozetka.com.ua/goods/images/big/224860641.jpg,"Mitsubishi Lancer, Outlander, Gradis",+,Бренд,Mecafilter,
EL9092,Паливні фільтри EL9092 Фільтр повітря ( аналогWA9502/LX1253),380,₴,https://content2.rozetka.com.ua/goods/images/big/224856849.jpg,AUDI A6 2.0 TDI/TFSI (LX1253),-,Бренд,Mecafilter,
LX2693,Паливні фільтри LX2693 (KNECHT),521,₴,https://content2.rozetka.com.ua/goods/images/big/224865344.jpg,"Honda Jazz III 1.2-1.4, 08-",+,Бренд,Knecht,
H139WK,Паливні фільтри H139WK (HENGST),418,₴,https://content2.rozetka.com.ua/goods/images/big/224869566.jpg,KL230  FORD MONDEO 2.0 16V DI  00-,+,Бренд,Hengst,
ELH4414,Паливні фільтри ELH4414 Фільтр оливи ( аналогWL7461/OX433D),202,₴,https://content2.rozetka.com.ua/goods/images/big/224869680.jpg,"Landrover Freelander II 3.2i, Volvo S80 II, V70 II, XC60, XC70 II, XC90 3.0i, 3.2i",-,Бренд,Mecafilter,
JLR7323,Паливні фільтри JLR7323 Фільтр салону ( аналогWP2015/LA467/S),642,₴,https://content.rozetka.com.ua/goods/images/big/232033341.jpg,"BMW   SERIE 6 (F06, F12, F13) | 11>",+,Бренд,Mecafilter,
56817,Мастильні матеріали Magnatec Diesel 5W-40 DPF 1L (x12),364,₴,https://content1.rozetka.com.ua/goods/images/big/225259985.jpg,"ACEA C3  API SN/CF BMW Longlife-04, Meets Fiat 9.55535-S2 Meets Ford WSS-M2C-917A, MB-Approval 229.31  VW 502 00/505 00/505 01",+,Бренд,Castrol,
H163WK,Паливні фільтри H163WK (HENGST),236,₴,https://content.rozetka.com.ua/goods/images/big/224868105.jpg,"KL171  NISSAN ALMERA,PRIMERA,BLUEBIRD,SUNNY 1.6-2.0",+,Бренд,Hengst,
LX1850/1,Воздушный фильтр Mahle LX1850/1 Daimler (левая),602,₴,https://content2.rozetka.com.ua/goods/images/big/14387052.jpg,,-,Бренд,MAHLE,
EKR7128,Паливні фільтри EKR7128 Фільтр салону ( аналогWP9231/LAK220),368,₴,https://content1.rozetka.com.ua/goods/images/big/234378880.jpg,Ford Focus II 1.4-2.0,+,Бренд,Mecafilter,
LA74,Паливні фільтри LA74 (KNECHT),393,₴,https://content.rozetka.com.ua/goods/images/big/224865169.jpg,"OPEL ASTRA 02/98-, ZAFIRA 04/99-, CHEVI NIVA (BEHR-HOUSING) /265 X 231 X 40/",+,Бренд,Knecht,
E2986LI,Паливні фільтри E2986LI (HENGST),392,₴,https://content.rozetka.com.ua/goods/images/big/224858042.jpg,MB ACTROS MP4 07/11 -,+,,,
EKR7146,Повітряні фільтри EKR7146 Фільтр салону ( аналогWP9149/LAK156),773,₴,https://content1.rozetka.com.ua/goods/images/big/224858110.jpg,MB W211 2.2…5.5L 02->,-,Бренд,Mecafilter,
E1081L,Паливні фільтри E1081L (HENGST),575,₴,https://content2.rozetka.com.ua/goods/images/big/224857653.jpg,"BMW X3 (F25) 2.0 , 09/10 -, X4 (F26) 13 -18,  /A1561/",+,Бренд,Hengst,
ELE6001,Паливні фільтри ELE6001 Фільтр палива ( аналогWF8035/KL35),386,₴,https://content.rozetka.com.ua/goods/images/big/224870080.jpg,"BMW 316i, 318i (M40, M43 - eng) 90-94, 540i (M60 - eng) 92-94",+,Бренд,Mecafilter,
ELP3593,Паливні фільтри ELP3593 Фільтр повітря ( аналогWA6317/LX489),313,₴,https://content2.rozetka.com.ua/goods/images/big/224865209.jpg,RENAULT SAFRANE 3.0i V6  92-96,+,Бренд,Mecafilter,
H200W20,Масляні фільтри H200W20 (HENGST) !!заміна для H200W02,468,₴,https://content2.rozetka.com.ua/goods/images/big/224869743.jpg,"OC246  SCANIA G, P, R, T - Series",+,Бренд,Hengst,
ELP9198,Повітряні фільтри ELP9198 Фільтр повітря ( аналогWA9593/LX2085),302,₴,https://content2.rozetka.com.ua/goods/images/big/224865370.jpg,"Renault Laguna III 1.5DCI, 2.0DCI",-,Бренд,Mecafilter,
KC189,Паливні фільтри KC189 (KNECHT),556,₴,https://content1.rozetka.com.ua/goods/images/big/224869776.jpg,NISSAN Almera II 2.2D 3/00->; Primera 2.2dCi 4/03->; Pathffinder 2.5dCi 4WD 3/05->;,+,Бренд,Knecht,
H18WDK02,Паливні фільтри H18WDK02 (HENGST),477,₴,https://content.rozetka.com.ua/goods/images/big/224867109.jpg,KC197  RVI Trucks  01-,-,Бренд,Hengst,
EL3270,Паливні фільтри EL3270 Фільтр повітря ( аналогWA6388/LX108),143,₴,https://content2.rozetka.com.ua/goods/images/big/224856838.jpg,"FORD FIESTA 1.1i 89-95, ESCORT 1.1 83-90, ORION 1.3 85-88",+,Бренд,Mecafilter,
H19WK01,Паливні фільтри H19WK01 (HENGST),328,₴,https://content2.rozetka.com.ua/goods/images/big/224869736.jpg,"KC 28, Bedford, GM, Caterpillar",+,Бренд,Hengst,
ELH4382,Паливні фільтри ELH4382 Фільтр оливи ( аналогWL7447/OX413D1),164,₴,https://content2.rozetka.com.ua/goods/images/big/224867563.jpg,"Toyota Auris 2.2D-4D, Avensis 2.2D-4D (sil. 2AD-FHV, 2AD-FTV),  (ОЕ 0415238010, 041520R010)  /OX413D1ECO/",+,Бренд,Mecafilter,
ELH4415,Паливні фільтри ELH4415 Фільтр оливи ( аналогWL7469/OX560D),451,₴,https://content1.rozetka.com.ua/goods/images/big/224867158.jpg,"BMW 325d, 330d (E90-93), 525d, 530d (F10/F11), 730d, 740d (F01/F02), X5, X6",+,Бренд,Mecafilter,
OX196/1D1,Масляный фильтр Mahle OX196/1D1 Landrover,389,₴,https://content2.rozetka.com.ua/goods/images/big/14387668.jpg,,-,Бренд,MAHLE,,,Тип,Масляные фильтры двигателя,,,,,,,,,,,,
ELP3634,Паливні фільтри ELP3634 Фільтр повітря ( аналогWA6240/LX522),157,₴,https://content.rozetka.com.ua/goods/images/big/224860820.jpg,FORD MONDEO 1.6-2.0 93-00,+,Бренд,Mecafilter,
EL9124,Паливні фільтри EL9124 Фільтр повітря ( аналогWA6758/LX2283),485,₴,https://content1.rozetka.com.ua/goods/images/big/224860601.jpg,Monterey 3.0D 98-,+,Бренд,Mecafilter,
LA439,Паливні фільтри LA439 (KNECHT),406,₴,https://content2.rozetka.com.ua/goods/images/big/224865001.jpg,Iveco C - series  06-,+,Бренд,Knecht,
E101U D324,Паливні фільтри E101U D324 (HENGST),1218,₴,https://content2.rozetka.com.ua/goods/images/big/224857675.jpg,"CF 85, LF 45, LF 55, XF 105 EuroCargo II,III, Stralis TGL, TGM, TGS, TGX, G, P, R -Serie 7700, 8500, 8700, 9700",+,Бренд,Hengst,
ELE6006,Паливні фільтри ELE6006 Фільтр палива ( аналогWF8101/KL555),,,https://content1.rozetka.com.ua/goods/images/big/224869910.jpg,,False,Бренд,Mecafilter,
LX1253,Паливні фільтри LX1253 (KNECHT),571,₴,https://content.rozetka.com.ua/goods/images/big/224864990.jpg,AUDI A6(C6)  2.0TDi 04-11,+,Бренд,Knecht,
E206L,Воздушный фильтр Hengst Filter E206L 5523310000,238,₴,https://content.rozetka.com.ua/goods/images/big/185916758.jpg,,-,Бренд,Hengst,
EL3481,Паливні фільтри EL3481 Фільтр повітря ( аналогWA6436/LX215),205,₴,https://content.rozetka.com.ua/goods/images/big/224856606.jpg,SEAT RONDA 1.2 - 1.6  -88,+,Бренд,Mecafilter,
LA45,Паливні фільтри LA45 (KNECHT) !!Заміна для LA24,341,₴,https://content.rozetka.com.ua/goods/images/big/224865079.jpg,"AUDI A4 95-00, VW PASSAT B5  96-00  /382 X 142.8 X 24/",+,Бренд,Knecht,
E2913LI,Паливні фільтри E2913LI (HENGST),325,₴,https://content1.rozetka.com.ua/goods/images/big/224854876.jpg,LA229  MB VITO/VIANO 03->,+,,,
ELH4248,Паливні фільтри ELH4248 Фільтр оливи ( аналогWL7172/OC478),202,₴,https://content.rozetka.com.ua/goods/images/big/224869624.jpg,LEXUS LS/LX ; TOYOTA   LAND CRUISER SW ((J10;J10;J20),+,Бренд,Mecafilter,
H17W08,Масляні фільтри H17W08 (HENGST),203,₴,https://content.rozetka.com.ua/goods/images/big/224867867.jpg,"OC33  NISSAN/OPEL REKORD 2.2D/TD -86, OMEGA A 2.3D 86-94 /141 X 93 (3/4 - 16 UNF)/",+,Бренд,Hengst,
JLR7229,Паливні фільтри JLR7229 Фільтр салону ( аналогWP9244/LA195/S),316,₴,https://content2.rozetka.com.ua/goods/images/big/232033396.jpg,HYUNDAI  GETZ 02>-//ACCENT II (LC) | 99>05,+,Бренд,Mecafilter,
E432L,Паливні фільтри E432L (HENGST),260,₴,https://content.rozetka.com.ua/goods/images/big/224857526.jpg,"LX 646/1, RENAULT Clio I,Kangoo , Twingo 1.2i",+,Бренд,Hengst,
E640KP D185,Паливні фільтри E640KP D185 (HENGST),770,₴,https://content.rozetka.com.ua/goods/images/big/224857373.jpg,KX265DEco  GM CDTI - engines  08-,+,Бренд,Hengst,
ELG5222,Паливні фільтри ELG5222 Фільтр палива ( аналогWF8058/KC46),246,₴,https://content2.rozetka.com.ua/goods/images/big/224869023.jpg,"ISUZU TROOPER 2.8TD 88-92, 3.1TD 91- (аналог WK920/1)",+,Бренд,Mecafilter,
ELH4387,Паливні фільтри ELH4387 Фільтр оливи ( аналогWL7270/OC469),234,₴,https://content2.rozetka.com.ua/goods/images/big/224868952.jpg,"ROVER 75 2,0/2,5 V6",+,Бренд,Mecafilter,
E5KP,Паливні фільтри E5KP (HENGST),170,₴,https://content.rozetka.com.ua/goods/images/big/224857694.jpg,"KX35, Evobus, Case, Renault -94",+,,,
ELP3498,Паливні фільтри ELP3498 Фільтр повітря ( аналогWA6169/LX491),190,₴,https://content1.rozetka.com.ua/goods/images/big/224865451.jpg,AUDI 100 2.0TD 82-90,+,Бренд,Mecafilter,
ELP9258,Паливні фільтри ELP9258 Фільтр повітря ( аналогWA9577/LX2612),438,₴,https://content.rozetka.com.ua/goods/images/big/224867086.jpg,"Suzuki Grand Vitara 1.6i,1.9DDIS, 2.0i 10/05-  (ОЕ 1378065J00)",+,Бренд,Mecafilter,
EL3544,Паливні фільтри EL3544 Фільтр повітря ( аналогWA6602/LX249),249,₴,https://content2.rozetka.com.ua/goods/images/big/224860742.jpg,"SAAB 900 2.0, 2.0T 80-90",+,Бренд,Mecafilter,
E83KP02 D140,Паливні фільтри E83KP02 D140 (HENGST),497,₴,https://content1.rozetka.com.ua/goods/images/big/224855736.jpg,Citroen Jumper II 2.0 -2.2 Hdi Fiat 500 1.3 D Opel Astra H 1.3 -1.9 CDTI Peugeot Boxer II 2.0-2.8 HDi,+,Бренд,Hengst,
ELH4241,Паливні фільтри ELH4241 Фільтр оливи ( аналогWL7172/OC988),135,₴,https://content.rozetka.com.ua/goods/images/big/224868029.jpg,"Chrysler; Lexus; Mini; Suzuki; Toyota 4-Runner, Auris, Camry FF, Celica, Corolla IX/X, Cressida, Crown, Hiace, Landcruiser, Previa, Runner, Soarer, Starlet, Supra, Yaris; Volkswagen /аналог OC235, h=8",+,Бренд,Mecafilter,
LX106,Паливні фільтри LX106 (KNECHT),462,₴,https://content.rozetka.com.ua/goods/images/big/224865268.jpg,"BMW 530i, 535i, 730i/iL, 735i/iL  86-95 (M30 - engines)",+,Бренд,Knecht,
