Артикул,Имя,Цена,Валюта,Картинка,Описание,Наличие,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики
K413,Поліроль панелі приладів (аерозоль) K2 POLO PROTECTANT 300ml (K413),53,₴,"https://content.rozetka.com.ua/goods/images/big/216429503.jpg, https://content.rozetka.com.ua/goods/images/big/216429508.jpg",Поліроль панелі приладів (аерозоль) K2 POLO PROTECTANT 300ml (K413),+,Бренд,K2,
E0725,Автохімія K2 07 250ml Багатофункціональний препарат х24,86,₴,https://content1.rozetka.com.ua/goods/images/big/232033125.jpg,"Багафункціональний препарат.Змащує та консервує без необхідності демонтажу.Універсальний засіб для чистки (розчиняє дрібні забруднення від мастила, гуми, клею), змащення (петлі, замки), усунення води із запалювальних систем, розмороження, захисту від корозії,ліквідує скрипіння.Можна використовувати на будь-яких поверхнях, окрім полікарбонатів і чистого полістирену.
К2 07 безпечний для металу, гуми, дерева, пластика, його можна наносити на пофарбовані металеві поверхні без будь-якої шкоди для фарби. К2 07 є ефективним при очищенні інструментів, обладнання і транспортних засобів.",+,Бренд,K2,
MG-X 75W-90 10L,Трансмиссионное масло EVO MG-X 75W-90 10 л,1865,₴,https://content2.rozetka.com.ua/goods/images/big/248523884.jpg,"EVO MG-X 75W90 – полусинтетическое трансмиссионное масло высшего качества, созданное с использованием высококачественных базовых масел и многофункционального пакета присадок, носителем для которого является тщательно подобранная смесь синтетических базовых масел.
ПрименениеEVO MG-X 75W90 – это универсальное всесезонное трансмиссионное масло предназначено для смазки ведущих мостов, механических коробок передач, коробок отбора мощности и вспомогательных редукторов, установленных на большинстве современных переднеприводных автомобилях, где требуется трансмиссионное масло класса API GL-4/GL-5.
Преимущества

Защищает от трения в коробках передач благодаря эффективному масляному слою при всех дорожных условиях и внезапных нагрузках;
Облегчает переключение передач благодаря соответствующей вязкости в холодных погодных условиях;
Высокая стойкость к окислению при высоких температурах и оптимальная термальная стабильность;
Повышает эффективность системы благодаря предотвращению образования коррозии, осадка, ржавчины и пены;
Увеличивает интервалы замены масла благодаря высокому индексу вязкости.",-,Бренд,EVO,Страна производитель,Германия,,,,,,,,,,,,,,,Вязкость по SAE,75W-90,"Емкость, л",10,Тип основы масла,Полусинтетическое,Допуски ОЕМ,"MAN 341 Type Z1, Scania STO 1:0, ZF TE-ML 05A, ZF TE-ML 07A, ZF TE-ML 16B, ZF TE-ML 17A",Категория,Легковые,Спецификации API,GL-4/GL-5,Сертификаты и заключения,Подробнее
HG7008,10-минутная промывка автоматической КПП с ER Hi-Gear HG7008,186,₴,https://content2.rozetka.com.ua/goods/images/big/7704913.jpg,"Безопасный моющий состав с синтетическим кондиционером металла ER обладает сверхвысокой очищающей способностью и обеспечивает эффективную защиту деталей АКПП от трения и повреждения абразивными частицами смываемых загрязнений. В трансмиссионной жидкости, как и в моторном масле, содержатся моющие присадки, которые утрачивают свои свойства по мере эксплуатации, вследствие чего в радиаторе АКПП и гидротрансформаторе образуются загрязнения и углеродистые отложения. При смене свежая трансмиссионная жидкость начинает активно смывать и растворять загрязнения, оставшиеся внутри гидравлической системы. В результате жидкость быстро теряет свои защитные свойства, а смытые отложения в виде взвеси забивают новый фильтр. Использование промывочного состава при смене трансмиссионной жидкости позволяет быстро и безопасно устранить загрязнения, значительно продлить срок службы свежей трансмиссионной жидкости и улучшить режим работы трансмиссии.  НАЗНАЧЕНИЕ: добавляется в трансмиссионную жидкость перед ее сменой.  ДЕЙСТВИЕ: препарат мягко и безопасно растворяет и удаляет большинство загрязнений и отложений из АКПП, что позволяет:   восстановить четкость переключения передач и плавность работы АКПП; продлить срок службы трансмиссионной жидкости; увеличить срок службы АКПП в 1,5–2 раза;   СОВМЕСТИМОСТЬ: безопасна для всех типов автоматических коробок передач и всех применяемых в них материалов.",-,Бренд,Hi-Gear,,,,,,,,,,,,,Объем,444 мл,,
E3 1L 15W-40,Аккумулятор PowerPlant для Toshiba Satellite L750 (PA3817U-1BRS) (10.8V/8800mAh/12Cells) (NB00000310),1499,₴,"https://content2.rozetka.com.ua/goods/images/big/50838509.jpg, https://content2.rozetka.com.ua/goods/images/big/50838560.jpg","Аккумуляторная батарея — самая важная часть ноутбука, которая обеспечивает вам мобильность, и возможность оставаться всегда в сети. Оригинальные элементы фирмы Samsung только наилучшего качества и добротная сборка гарантируют вам долговременный срок работы аккумулятора, длительное время работы, и достойную замену оригинальной АКБ. Надежный адаптер переменного тока дает возможность без перебоев одновременно заряжать батарею и работать с устройством. Аккумуляторы PowerPlant проходят 16 этапов теста по различным критериям. Преимуществами выбора наших батарей являются отсутствие ""эффекта памяти"", низкий уровень саморазряда, и способность к быстрой перезарядке.",+,,,,,Тип,Литий-ионный,Гарантия,12 месяцев,,,,,,,,,,,Совместимость,Toshiba,"Емкость, мА*ч",8800,"Напряжение, В",10.8,"Количество ячеек, шт",12,Альтернативные парт-номера,"TOSHIBA 
PA3817u-1BAS
PA3817u-1BRS
PA3818u 
PA3819u",Подходит для,"TOSHIBA 
Dynabook B351/W2CE	Dynabook B351/W2JE	Dynabook B351/W2ME 
Satellite C645D	Satellite C645D-S4024	Satellite C650 
Satellite C650-001	Satellite C650-01D	Satellite C650-01E 
Satellite C650-01L	Satellite C650-01T	Satellite C650-01W 
Satellite C650-028	Satellite C650-02SSatellite C650-031 
Satellite C650-034	Satellite C650-101	Satellite C650-10W 
Satellite C650-110	Satellite C650-124	Satellite C650-13G 
Satellite C650-144	Satellite C650-149	Satellite C650-14U 
Satellite C650-14X	Satellite C650-152	Satellite C650-154 
Satellite C650-15C	Satellite C650-15U	Satellite C650-15V 
Satellite C650-15W	Satellite C650-15X	Satellite C650-15Z 
Satellite C650-160	Satellite C650-166	Satellite C650-17N 
Satellite C650-17Z	Satellite C650-182	Satellite C650-191 
Satellite C650-194	Satellite C650-19J	Satellite C650-19T 
Satellite C650-1CC	Satellite C650-1CN	Satellite C650-1CP 
Satellite C650-1CQ	Satellite C650-1CR	Satellite C650-1CT 
Satellite C650-1E1	Satellite C650-BT2N11	Satellite C650-BT2N13 
Satellite C650-BT2N15	Satellite C650-BT4N12	Satellite C650-BT4N13 
Satellite C650-BT5N11	Satellite C650-ST2N01	Satellite C650-ST2NX1 
Satellite C650-ST2NX2	Satellite C650-ST3NX1	Satellite C650-ST4N02 
Satellite C650-ST4NX1	Satellite C650-ST5N02	Satellite C650-ST5N03 
Satellite C650-ST5NX1	Satellite C650-ST5NX2	Satellite C650-ST6N01 
Satellite C650-ST6NX4	Satellite C650/03R	Satellite C650D 
Satellite C650D-005	Satellite C650D-006	Satellite C650D-02U 
Satellite C650D-032	Satellite C650D-04H	Satellite C650D-06Q 
Satellite C650D-108	Satellite C650D-109	Satellite C650D-10K 
Satellite C650D-112	Satellite C650D-114	Satellite C650D-115 
Satellite C650D-11E	Satellite C650D-11K	Satellite C650D-11R 
Satellite C650D-126	Satellite C650D-12C	Satellite C650D-12J 
Satellite C650D-BT2N11	Satellite C650D-BT2N13	Satellite C650D-BT2N15 
Satellite C650D-BT4N11	Satellite C650D-BT5N11	Satellite C650D-ST2N01 
Satellite C650D-ST2N02	Satellite C650D-ST2N03	Satellite C650D-ST2NX1 
Satellite C650D-ST3NX1	Satellite C650D-ST3NX2	Satellite C650D-ST4N01 
Satellite C650D-ST4NXQ	Satellite C650D-ST5N01	Satellite C650D-ST5NX1 
Satellite C650D-ST6N02	Satellite C655	Satellite C655-S5047 
Satellite C655-S5049	Satellite C655-S5052	Satellite C655-S50521 
Satellite C655-S5053	Satellite C655-S5054	Satellite C655-S5056 
Satellite C655-S5060	Satellite C655-S5061	Satellite C655-S5068 
Satellite C655-S5082	Satellite C655-S5090	Satellite C655-S5092 
Satellite C655-S5113	Satellite C655-S51131	Satellite C655-S5118 
Satellite C655-S5119	Satellite C655-S5121	Satellite C655-S5123 
Satellite C655-S5125	Satellite C655-S5127	Satellite C655-S5128 
Satellite C655-S5129	Satellite C655-S5132	Satellite C655-S5137 
Satellite C655-S5140	Satellite C655-S5141	Satellite C655-S5142 
Satellite C655-S5195	Satellite C655-S5206	Satellite C655-S5208 
Satellite C655-S5211	Satellite C655-S5212	Satellite C655-S5221 
Satellite C655-S5225	Satellite C655-S5229	Satellite C655-S5231 
Satellite C655-S5235	Satellite C655-S5240	Satellite C655-S5301 
Satellite C655-S5307	Satellite C655-S5310	Satellite C655-S5312 
Satellite C655-S5333	Satellite C655-S5335	Satellite C655-S5339 
Satellite C655-S5340	Satellite C655-S5342	Satellite C655-S5343 
Satellite C655-S5503	Satellite C655-S5514	Satellite C655-S5540 
Satellite C655-S5542	Satellite C655-S9510D	Satellite C655-S9520D 
Satellite C655-S9521D	Satellite C655-S9530	Satellite C655-S9531D 
Satellite C655-S9532D	Satellite C655-S9533D	Satellite C655-S9534D 
Satellite C655D	Satellite C655D-S5041	Satellite C655D-S5042 
Satellite C655D-S5043	Satellite C655D-S5044	Satellite C655D-S5046 
Satellite C655D-S5048	Satellite C655D-S5051	Satellite C655D-S5057 
Satellite C655D-S5063	Satellite C655D-S5064	Satellite C655D-S5080 
Satellite C655D-S5081	Satellite C655D-S5084	Satellite C655D-S5085 
Satellite C655D-S50851	Satellite C655D-S50852	Satellite C655D-S50853 
Satellite C655D-S5086	Satellite C655D-S5087	Satellite C655D-S5088 
Satellite C655D-S5089	Satellite C655D-S5091	Satellite C655D-S5120 
Satellite C655D-S5124	Satellite C655D-S5126	Satellite C655D-S5130 
Satellite C655D-S5133	Satellite C655D-S5134	Satellite C655D-S5135 
Satellite C655D-S5136	Satellite C655D-S5138	Satellite C655D-S5139 
Satellite C655D-S5143	Satellite C655D-S5192	Satellite C655D-S5200 
Satellite C655D-S5202	Satellite C655D-S5209	Satellite C655D-S5210 
Satellite C655D-S5226	Satellite C655D-S5228	Satellite C655D-S5230 
Satellite C655D-S5232	Satellite C655D-S5233	Satellite C655D-S5234 
Satellite C655D-S5236	Satellite C655D-S5302	Satellite C655D-S5330 
Satellite C655D-S5331	Satellite C655D-S5332	Satellite C655D-S5334 
Satellite C655D-S5336	Satellite C655D-S5337	Satellite C655D-S5338 
Satellite C655D-S5508	Satellite C655D-S5515	Satellite C655D-S5518 
Satellite C655D-S5529	Satellite C655D-S5531	Satellite C655D-S5533 
Satellite C655D-S5535	Satellite C655D-S9511D	Satellite C660 
Satellite C660-00J	Satellite C660-01C	Satellite C660-02L 
Satellite C660-03C	Satellite C660-106	Satellite C660-108 
Satellite C660-10D	Satellite C660-10E	Satellite C660-10H 
Satellite C660-10T	Satellite C660-115	Satellite C660-116 
Satellite C660-117	Satellite C660-118	Satellite C660-119 
Satellite C660-11H	Satellite C660-11K	Satellite C660-120 
Satellite C660-125	Satellite C660-13R	Satellite C660-14X 
Satellite C660-155	Satellite C660-156	Satellite C660-15R 
Satellite C660-15T	Satellite C660-15Z	Satellite C660-172 
Satellite C660-173	Satellite C660-174	Satellite C660-17E 
Satellite C660-17J	Satellite C660-17L	Satellite C660-17W 
Satellite C660-184	Satellite C660-187	Satellite C660-18C 
Satellite C660-195	Satellite C660-19G	Satellite C660-1C6 
Satellite C660-1CZ	Satellite C660-1D7	Satellite C660-1E2 
Satellite C660-1F1	Satellite C660-1FE	Satellite C660-1G2 
Satellite C660-1G3	Satellite C660-1H6	Satellite C660-1HL 
Satellite C660-1J2	Satellite C660-1J6	Satellite C660-1JG 
Satellite C660-1JH	Satellite C660-1JJ	Satellite C660-1JX 
Satellite C660-1K9	Satellite C660-1KQ	Satellite C660-1KT 
Satellite C660-1L2	Satellite C660-1LC	Satellite C660-1LD 
Satellite C660-1N6	Satellite C660-1NJ	Satellite C660-1NP 
Satellite C660-1NW	Satellite C660-1P3	Satellite C660-1T8 
Satellite C660-1T9	Satellite C660-1U4	Satellite C660-1UJ 
Satellite C660-1UL	Satellite C660-1VR	Satellite C660-1VW 
Satellite C660-1ZM	Satellite C660-1ZN	Satellite C660-217 
Satellite C660-21M	Satellite C660-21Q	Satellite C660-21W 
Satellite C660-21Z	Satellite C660-220	Satellite C660-223 
Satellite C660-227Satellite C660-229	Satellite C660-22Q 
Satellite C660-22V	Satellite C660-23M	Satellite C660-23N 
Satellite C660-23Q	Satellite C660-23R	Satellite C660-23T 
Satellite C660-23U	Satellite C660-258	Satellite C660-26G 
Satellite C660-26Z	Satellite C660-27C	Satellite C660-27D 
Satellite C660-28D	Satellite C660-28R	Satellite C660-28T 
Satellite C660-28V	Satellite C660-2CR	Satellite C660-2D7 
Satellite C660-2DL	Satellite C660-2DV	Satellite C660-2E1 
Satellite C660-2E2	Satellite C660-2E3	Satellite C660-2EL 
Satellite C660-2F2	Satellite C660-2FE	Satellite C660-2FF 
Satellite C660-2GM	Satellite C660-2N7	Satellite C660/00J 
Satellite C660/01C	Satellite C660/01D	Satellite C660/01Y 
Satellite C660/02L	Satellite C660D	Satellite C660D-101 
Satellite C660D-102	Satellite C660D-103	Satellite C660D-10D 
Satellite C660D-10F	Satellite C660D-10L	Satellite C660D-10P 
Satellite C660D-10W	Satellite C660D-124	Satellite C660D-140 
Satellite C660D-14E	Satellite C660D-14W	Satellite C660D-14X 
Satellite C660D-150	Satellite C660D-151	Satellite C660D-152 
Satellite C660D-153	Satellite C660D-154	Satellite C660D-155 
Satellite C660D-15D	Satellite C660D-15H	Satellite C660D-15K 
Satellite C660D-15X	Satellite C660D-15Z	Satellite C660D-169 
Satellite C660D-16Q	Satellite C660D-181	Satellite C660D-18C 
Satellite C660D-18F	Satellite C660D-194	Satellite C660D-19D 
Satellite C660D-19X	Satellite C660D-1C6	Satellite C660D-1C7 
Satellite C660D-1EN	Satellite C660D-1EP	Satellite C660D-1EW 
Satellite C660D-1F1	Satellite C660D-1GD	Satellite C665/008 
Satellite C665/00Q	Satellite C665/00T	Satellite C665/012 
Satellite C665/013	Satellite C665/016	Satellite C665/01J 
Satellite C665/01V	Satellite C665/040	Satellite C665/065 
Satellite C665D/014	Satellite C670-10P	Satellite C670-113 
Satellite C670-115	Satellite C670-12E	Satellite C670-133 
Satellite C670-13Q	Satellite C670-13Z	Satellite C670-14N 
Satellite C670-14P	Satellite C670-152	Satellite C670-15F 
Satellite C670-15W	Satellite C670-165	Satellite C670-16R 
Satellite C670-178	Satellite C670-17G	Satellite C670-17L 
Satellite C670-186	Satellite C670-18C	Satellite C670-18H 
Satellite C670-18J	Satellite C670D-108	Satellite C670D-10F 
Satellite C670D-10Q	Satellite C670D-110	Satellite C670D-115 
Satellite C670D-11K	Satellite C670D-11P	Satellite C670D-123 
Satellite C670D-125	Satellite C670D-126	Satellite L310 
Satellite L510	Satellite L510-015	Satellite L515 
Satellite L515-S4007	Satellite L515-S4008	Satellite L515-S4010 
Satellite L515-S4925	Satellite L515-S4928	Satellite L515-S4960 
Satellite L515-S4962	Satellite L515D	Satellite L600 
Satellite L600-01B	Satellite L600-02W	Satellite L600-03R 
Satellite L600-05SSatellite L600-10B	Satellite L600-11W 
Satellite L600-12R	Satellite L600-15S	Satellite L600-20L 
Satellite L600-21L	Satellite L600-22B	Satellite L600-25R 
Satellite L600-26S	Satellite L600-53B	Satellite L600-55W 
Satellite L600-56R	Satellite L600-57B	Satellite L600-58W 
Satellite L600-61B	Satellite L600-62RSatellite L600-71B 
Satellite L600-72R	Satellite L600-88R	Satellite L600D 
Satellite L600D-015S	Satellite L600D-07B	Satellite L600D-08W 
Satellite L600D-09B	Satellite L600D-63BSatellite L630 
Satellite L630-01S	Satellite L630-02S	Satellite L630-03R 
Satellite L630-03W	Satellite L630-05R	Satellite L630-06S 
Satellite L630-07W	Satellite L630-08R	Satellite L630-09S 
Satellite L630-101	Satellite L630-11K	Satellite L630-12U 
Satellite L630-130	Satellite L630-13H	Satellite L630-13M 
Satellite L630-13Q	Satellite L630-14C	Satellite L630-16K 
Satellite L630-16L	Satellite L630-BT2G01	Satellite L630-BT2N01 
Satellite L630-BT2N13	Satellite L630-BT2N15	Satellite L630-BT2N22 
Satellite L630-ST203	Satellite L630-ST2G01	Satellite L630-ST2N01 
Satellite L630-ST2N02	Satellite L630-ST2N04	Satellite L630/00E 
