Артикул,Имя,Цена,Валюта,Картинка,Описание,Наличие,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики,Наименование_характеристики,Измерение_характеристики
HYDRAULIC 68 200L,Трансмиссионное масло EVO HYDRAULIC OIL 68 200л 0159312,17130,₴,https://content2.rozetka.com.ua/goods/images/big/246907170.jpg,"EVO Lubricants является молодой и целеустремленной компанией, которая представляет революционный подход к созданию смазочных материалов. Команда EVO Lubricants внимательно следит за тенденциями автомобильной промышленности и прилагает все усилия для создания масла, которое не только бы соответствовало существующим стандартам, но также было продумано на несколько шагов вперед, чтобы захватить изменения в завтрашнем дне. Формула EVO ORIGINAL создана на основании новой технологии Iron Defence. Молекулы Iron Defence образуют сверхпрочную защитную смазочную пленку на металлических поверхностях, что защищает двигатель от износа, улучшает его работу и гарантирует длительный срок службы. Профессионально разработанный пакет присадок противостоит образованию твердых отложений на внутренних поверхностях и защищает пары трения от изнашивания вследствие безотказно быстрого поступления масла во время критических моментов пуска, в том числе при низких температурах. Он гарантирует стабильную вязкость и необходимое смазывание во всех климатических и дорожных условиях. Применение EVO HYDRAULIC OIL 68 - это гидравлическое масло на основе минеральных масел глубокой селективной очистки с использованием сбалансированных высокого качества, многофункциональных, цинк-содержащих добавок. Как выбрать трансмиссионное масло Трансмиссионными называют масла, специально предназначенные для механических коробок передач и ведущих мостов. Их общая особенность - способность создавать прочную смазывающую пленку, выдерживающую большие нагрузки в контакте деталей. Сегодня на рынке доступно великое множество различных масел. Но как выбрать, то что нужно именно вашему автомобилю? Прежде всего следует обратиться к указаниям заводской инструкции по эксплуатации автомобиля и уже на основе этого выбирать нужный продукт. Важно помнить, что следует соблюдать все указанные спецификации и не использовать более низкие категории масел, так как это призведет к выходу агрегата из строя.   Важно знать что, для автоматических коробок не годится ни трансмиссионное, ни моторное. Эти устройства специфичны, для их работы требуется маловязкая жидкость, которую в международной практике принято называть ATF (Automatic Transmission Fluid). Что же касается обычных легковых и грузовых автомобилей с классической компоновкой, а также полноприводных и некоторых переднеприводных, то в их агрегатах используются исключительно трансмиссионные масла. Выбор по уровням эксплуатационных свойств это еще не все. Важно также определиться с вязкостью смазочного материала. Система SAE определяет текучесть масел для трансмиссий и ведущих мостов :  Зимние (70W, 75W, 80W, 85W) классы; Летние (80,85,90,110,140,250) классы;",+,Бренд,EVO,Страна производитель,Германия,,,,,,,,,,,,,,,"Емкость, л",200,Тип коробки передач,Механическая
15BF7D,Трансмиссионное масло Castrol Transmax Agri Trans P 80w 208L (RB-TRATP8-208L),32604,₴,https://content2.rozetka.com.ua/goods/images/big/234330612.jpg,Спецификации и допуски:  SAE 80W  SAE 10W-30  API GL-4  Massey Fergusson CMS M1145  JDM J-20C  Meets Ford M2C134-D  Case MS1207  ZF TE-ML 03E  ZF TE-ML 05F  ZF TE-ML 17E  ZF TE-ML 21F  Cat TO-2  Volvo Transmission Oil 97303:23 (WB 101),+,Бренд,Castrol,,,,,,,,,,,,,,,,,Вязкость по SAE,80W,"Емкость, л",208,Допуски ОЕМ,"John Deere JDM J20 C, MF CMS M 1145, Volvo WB 101",Спецификации API,GL-4
ELR7228,"Фильтр салона Mahle LA307 Daimler, VW",386,₴,https://content.rozetka.com.ua/goods/images/big/14387772.jpg,,-,Бренд,MAHLE,
15D66F,Трансмиссионное масло Castrol Transmax Dex III Multivehicle для АКПП 20л,4844,₴,https://content2.rozetka.com.ua/goods/images/big/239271311.jpg,"<h2><strong><span style=""font-size: 12pt;"">Трансмиссионное масло для автоматических трансмиссий Castrol Transmax Dex III Multivehicle</span></strong></h2>  <p class=""text""><strong>Castrol Transmax Dex III Multivehicle</strong> применяется в автоматических трансмиссиях производства компаний General Motors (до 2005 г.) и Ford (c 1983 г. по 1996 г.), где требуются масла классов качества Dexron® (II или III) или Mercon. Данный продукт одобрен к применению в высоконагруженных трансмиссиях производства Allison, там где требуются продукты класса качества TES 389. Также, данный продукт допущен к применению в широком спектре автоматических трансмиссий коммерческого транспорта европейского производства. Может применяться в некоторых гидравлических системах рулевого управления (ГУР).</p>  <p class=""vazhno""><strong>Примечание:</strong> Не использовать в агрегатах, где требуется применение жидкостей класса качества MERCON® V, MERCON® SP или DEXRON® VI.</p>  <p class=""texts""><strong>Особенности и преимущества</strong></p>  <ul class=""text"">  <li>Широкий спектр одобрений автопроизводителей существенно расширяет область применения данного продукта</li>  <li>В состав масла введены специальные компоненты повышающие термическую стабильность и его антиокислительную функцию, что снижает возможность образования высокотемпературных отложений и увеличения вязкости в процессе работы, что ведет к увеличению срока службы масла</li>  <li>Специально подобранная фрикционная характеристика обеспечивает плавное переключение и эффективную передачу усилия</li>  <li>Высокий индекс вязкости (VI) обеспечивает вязкостную стабильность в широком температурном диапазоне для эффективной защиты деталей трансмиссии и обеспечения работоспособности усилителей рулевого управления</li>  </ul>  <p class=""texts""><strong>Спецификации и одобрения</strong></p>  <p class=""text""><em><u>Трансмиссионное масло Castrol Transmax Dex III Multivehicle</u></em> имеет следующие одобрения и спецификации:</p>  <table>  <tbody>  <tr>  <td class=""dopyski""><strong>Allison</strong></td>  <td class=""dopyski"">C4</td>  </tr>  <tr>  <td class=""dopyski""><strong>Allison</strong></td>  <td class=""dopyski"">TES 389</td>  </tr>  <tr>  <td class=""dopyski""><strong>GM</strong></td>  <td class=""dopyski"">Dexron IIIH</td>  </tr>  <tr>  <td class=""dopyski""><strong>MAN</strong></td>  <td class=""dopyski"">339 Z1, V1</td>  </tr>  <tr>  <td class=""dopyski""><strong>MB-Approval</strong></td>  <td class=""dopyski"">236.9</td>  </tr>  <tr>  <td class=""dopyski""><strong>Voith</strong></td>  <td class=""dopyski"">H55.6335.xx</td>  </tr>  <tr>  <td class=""dopyski""><strong>Volvo</strong></td>  <td class=""dopyski"">97340</td>  </tr>  <tr>  <td class=""dopyski""><strong>Volvo</strong></td>  <td class=""dopyski"">97341</td>  </tr>  <tr>  <td class=""dopyski""><strong>ZF</strong></td>  <td class=""dopyski"">TE-ML 04D, 14A, 17C</td>  </tr>  <tr>  <td class=""dopyski""><strong>Ford</strong></td>  <td class=""dopyski"">Mercon</td>  </tr>  </tbody>  </table>",+,Бренд,Castrol,,,,,,,,,,,,,,,,,Вязкость по SAE,ATF,"Емкость, л",20,Тип основы масла,Синтетическое
24874,Моторное масло Castrol Edge Titanium FST 0W-40 4л,1200,₴,https://content1.rozetka.com.ua/goods/images/big/119367724.jpg,"Castrol EDGE 0W-40 A3/B4 - полностью синтетическое моторное масло, произведенное с использованием новейшей технологии TITANIUM FST™, придающей масляной пленке дополнительную прочность, благодаря соединениям титана. Используя Castrol EDGE 0W-40 A3/B4, Вы можете быть уверены, что двигатель будет работать на пике возможностей, когда Вам это необходимо. Моторное масло Castrol EDGE 0W-40 A3/B4 позволяет полностью высвободить потенциал двигателя Вашего автомобиля.",-,Бренд,Castrol,,,,,Гарантия,14 дней,,,,,,,,,,,"Емкость, л",4,Тип двигателя,Бензиновый,Спецификации ACEA,A3/B4,Спецификации API,SN/CF
JLR7257,Фильтр салона Mahle Original LA444/S 70376891,,,https://content1.rozetka.com.ua/goods/images/big/183527573.jpg,,False,Бренд,MAHLE,
CCF0168C,"Фильтр Champion CCF0168, воздух во внутренном пространстве",192,₴,https://content.rozetka.com.ua/goods/images/big/183015433.jpg,,-,Бренд,Champion,
COF100601E,"Фільтр оливи COF101102S (LANOS, AVEO, LACETTI, NUBIRA, NEXIA) Champion",125,₴,https://content2.rozetka.com.ua/goods/images/big/244301473.jpg,"Висота [мм]: 87,5Розмір різьблення: 18x1.5 MBдіаметр 1 (мм): 76діаметр 2 (мм): 71,5Виконання фільтра: накручуваний фільтрФірма Champion була заснована в 1908 році в США і спочатку називалася Champion Spark Plug Company, займаючись випуском свічок запалювання. Згодом компанія увійшла до складу корпорації Federal-Mogul. На сьогодні під торговою маркою Champion випускаються 150 моделей свічок запалювання, які поставляються на конвеєри таких відомих автовиробників як Chrysler, Citroen, Daewoo, Fiat, GM, Hyundai, Mazda, Nissan, Peugeot, Renault, Subaru, Volvo, VW, широко застосовуються в промисловій техніці, а також і в авто- і мотоспорті, наприклад в Formula 1. Крім цього з логотипом Champion виробляються свічки розжарювання для дизельних двигунів, повітряні, паливні, масляні і салонні фільтри, щітки склоочисників, високовольтні дроти.",+,Бренд,Champion,,,,,Гарантия,14 дней,,,,,,,,,,,Марка авто,"Chevrolet, Daewoo, Lada, Opel, ЗАЗ"
LB200-3,Акумуляторні батареї 140 Аh/12V LEMBERG battery (3),5129,₴,https://content2.rozetka.com.ua/goods/images/big/234378888.jpg,Пусковий 950   (EN)  Габарити 518*189*223,-,Бренд,Lemberg battery,
COF100530E,"Фільтр оливи COF101102S (LANOS, AVEO, LACETTI, NUBIRA, NEXIA) Champion",125,₴,https://content2.rozetka.com.ua/goods/images/big/244301473.jpg,"Висота [мм]: 87,5Розмір різьблення: 18x1.5 MBдіаметр 1 (мм): 76діаметр 2 (мм): 71,5Виконання фільтра: накручуваний фільтрФірма Champion була заснована в 1908 році в США і спочатку називалася Champion Spark Plug Company, займаючись випуском свічок запалювання. Згодом компанія увійшла до складу корпорації Federal-Mogul. На сьогодні під торговою маркою Champion випускаються 150 моделей свічок запалювання, які поставляються на конвеєри таких відомих автовиробників як Chrysler, Citroen, Daewoo, Fiat, GM, Hyundai, Mazda, Nissan, Peugeot, Renault, Subaru, Volvo, VW, широко застосовуються в промисловій техніці, а також і в авто- і мотоспорті, наприклад в Formula 1. Крім цього з логотипом Champion виробляються свічки розжарювання для дизельних двигунів, повітряні, паливні, масляні і салонні фільтри, щітки склоочисників, високовольтні дроти.",+,Бренд,Champion,,,,,Гарантия,14 дней,,,,,,,,,,,Марка авто,"Chevrolet, Daewoo, Lada, Opel, ЗАЗ"
EKR7290,Повітряні фільтри ELR7290 Фільтр салону ( аналогWP2097/LAK875),351,₴,https://content1.rozetka.com.ua/goods/images/big/224864970.jpg,"Ford C-Max II/Grand C-Max, Focus III, Kuga II, Tourneo Connect II, Transit Connect II; Volvo V40 II",+,Бренд,Mecafilter,
CCF0021C,Паливні фільтри CCF0021 (Champion),223,₴,https://content1.rozetka.com.ua/goods/images/big/224857405.jpg,"AUDI Q7, Porsche, VW Toureg , T5, Amarok  2.0-3.0 TDI , 3.6-4.2V6",-,Бренд,Champion,
JKR7201,Фильтр салона Mahle LAK295/S Daimler,1159,₴,https://content1.rozetka.com.ua/goods/images/big/14387082.jpg,,-,Бренд,MAHLE,
CHG82-0S,Автомобильный аккумулятор 82 Ah/12V Champion Euro,,,"https://content.rozetka.com.ua/goods/images/big/88226539.jpg, https://content1.rozetka.com.ua/goods/images/big/88226566.jpg",,False,Бренд,Champion,,,,,,,,,,,,,,,,,"Емкость, А*ч",82,"Напряжение, В",12,"Пусковой ток, А (EN)",740,Полярность,Обратная (+ справа)
ELR7129,Паливні фільтри EKR7129 Фільтр салону ( аналогWP9166/LA182),409,₴,https://content.rozetka.com.ua/goods/images/big/224858166.jpg,"VAG Q7/ T5/ Multivan/ Touareg and Porsche Cayenne 2, 5…6, 0L and Diesel 03-> (see cat.)",+,Бренд,Mecafilter,
CHG65-0S,Акумуляторні батареї 65 Ah/12V Champion Euro (0),2926,₴,https://content.rozetka.com.ua/goods/images/big/234378973.jpg,Пусковий 640   (EN)  Габарити 242з175х190,+,Бренд,Champion,
EKR7248,Фильтр салона Mahle LAK430 SMART,800,₴,https://content.rozetka.com.ua/goods/images/big/14386831.jpg,,-,Бренд,MAHLE,
CHG105-0S,Автомобильный аккумулятор 105 Ah/12V Champion Euro,,,"https://content1.rozetka.com.ua/goods/images/big/88225243.jpg, https://content.rozetka.com.ua/goods/images/big/88225314.jpg",,False,Бренд,Champion,,,,,,,,,,,,,,,,,"Емкость, А*ч",105,"Напряжение, В",12,"Пусковой ток, А (EN)",920,Полярность,Обратная (+ справа)
CHB190-3S,Акумуляторні батареї Black 190 Ah/12V Champion Euro (3),7834,₴,https://content.rozetka.com.ua/goods/images/big/225258079.jpg,Пусковий 1250   (EN)  Габарити 513х224х220,+,Бренд,Champion,
JLR7234,Фильтр салона Mahle Original LA428/S 70372981,403,₴,https://content.rozetka.com.ua/goods/images/big/183019087.jpg,,-,Бренд,MAHLE,
E3996LI,Световой Меч Люка Скайуокера звуки свет фразы Star Wars Luke Skywalker Lightsaber Hasbro E3996,1585,₴,"https://content.rozetka.com.ua/goods/images/big/127483279.jpg, https://content2.rozetka.com.ua/goods/images/big/127483309.jpg","Игрушка Электронный Световой Меч Зеленый Люка Скайуокера Звездные войны Star Wars Luke Skywalker Electronic Green Lightsaber Toy Hasbro  Этот фирменный зеленый электронный световой меч расправляется простым движением руки, когда вы сражаетесь, как рыцарь-джедай, Люк Скайуокер. Уклоняйся, атакуйте с помощью имитированных световых и звуковых эффектов, чтобы зажечь воображение! Оживите все удивительные моменты из саги «Звездные войны» с этим удивительным электронным световым мечом от Hasbro США Характеристика и описание:  Включает в себя: световой меч и инструкции Зеленый световой меч Люка Скайуокера  Световой меч включает в себя звуки и фразы, свечение от рыцаря-джедая Люка Скайуокера Сканирование включенного кода для доступа к обучающим видео Нажмите кнопку, чтобы услышать фразы Люка Скайуокера и начать обучение световому мечу на пути к светлой стороне Возраст 3+ Производитель Hasbro Батарейки 3 х 1,5V AAA (не включены) Релиз: 2019",-,,,,,,,,,,,,,,,,,,,Вид,Мечи
E2930LC,Паливні фільтри E2930LI (HENGST),212,₴,https://content1.rozetka.com.ua/goods/images/big/224856106.jpg,"LA109,  TOYOTA Yaris/Prius/Rav4II  99-05",+,,,
E2959LI,"Автомобильные колпаки R15"" Mercedes-Benz светлая эмблема, серебро - (Jestic Fame) - комплект (4 шт.)",506,₴,"https://content1.rozetka.com.ua/goods/images/big/89085194.jpg, https://content.rozetka.com.ua/goods/images/big/89085246.jpg","В КОМПЛЕКТЕ ИДЕТ 4 КОЛПАКА И 4 ЭМБЛЕМЫ ОТДЕЛЬНО, НО В ОДНОЙ УПАКОВКЕ  — ИХ НУЖНО НАКЛЕИТЬ САМОСТОЯТЕЛЬНО!! ВАЖНО! При установке на диск — изгиб крепежного кольца (внутри колпака) должен находиться на против вентиля (см. фото №3). Польский бренд Jestic (Джестик) уже более 30 лет выпускает крепкие и долговечные автомобильные колпаки по умеренным ценам. Качественное напыление позволит надолго сохранить привлекательный вид автомобиля и не переживать за сохранность колпаков при мойке под высоким давлением. Колпаки Jestic надежно держаться на диске за счет стального фиксирующего кольца и крепких защёлок. Из приемуществ TITLE стоит отметить:  Оригинальный дизайн, каждый колпак с эмблемой марки автомобиля Надежно фиксируются на диске за счет стального кольца и крепких защёлок Не выгорают под солнцем и устойчивы к моющим средствам Устойчивы к морозу и перепадам температуры  ​Для более надежной фиксации колпака на диске — рекомендуем закреплять капроновыми хомутами (стяжками): по 2 шт. на колпак. Убедительная просьба проверять целостность продукции в отделении транспортной компании, чтобы в случае повреждения можно было написать претензию перевозчику.",-,,,,,Тип,Колпаки,,,Цвет,Серебристый,Материал,Пластик,,,,,,,"Размер (радиус), """,R15,Вид эмблемы,Mercedes,Комплект поставки,комплект (4 шт.)
E455L02,Паливні фільтри E455L01-2 (HENGST),699,₴,https://content2.rozetka.com.ua/goods/images/big/224857713.jpg,"LX804/S  MB W220 (S280, S320, S430, S500) 98-  кмп(2шт)  /A1207-2/",+,Бренд,Hengst,
ELH4427,"Масляный фильтр Mahle OX399D Opel, Saab",806,₴,https://content.rozetka.com.ua/goods/images/big/14387921.png,,-,Бренд,MAHLE,,,Тип,Масляные фильтры двигателя,,,,,,,,,,,,
8222153,FOSSER Antifreeze FA 12+ (violet) 20L / Антифриз G12+,,,https://content2.rozetka.com.ua/goods/images/big/241476761.jpg,,False,Бренд,Fosser,,,Тип,Антифриз,,,,,,,Емкость (вес),20 л,,,,
8229145,Антифриз WOLF ANTI-FREEZE STANDARD G11 205L (8325489),29382,₴,https://content.rozetka.com.ua/goods/images/big/216428930.jpg,AFNOR: NF R 15-601 ▪ ASTM: D3306 ▪ ASTM: D4985 ▪ BS: 6580 ▪ MAN: 324 NF ▪ MB: 325.0 ▪ MTU: MTL 5048 ▪ POLISH STANDARD: PN-C-40007 ▪ SAE: J1034 ▪ VW: TL 774-C,+,Бренд,Wolf,
E2990LC,Паливні фільтри E2990LI (HENGST),294,₴,https://content.rozetka.com.ua/goods/images/big/242700752.jpg,"LA216  HONDA Accord VIII 2.0/2.4 2/03->, TOYOTA Avensis T25 1.8 4/03->",+,Бренд,Hengst,
ELR7263,"Фильтр салона Mahle LA472 Chevrolet, Opel",456,₴,https://content.rozetka.com.ua/goods/images/big/14387781.jpg,,-,Бренд,MAHLE,
E1994LI,"Автомобильные колпаки R15"" Vw серебро - (SJS ke1994) - комплект (4 шт.)",1053,₴,"https://content.rozetka.com.ua/goods/images/big/181442691.jpg, https://content2.rozetka.com.ua/goods/images/big/181442701.jpg","В КОМПЛЕКТЕ ИДЕТ 4 КОЛПАКА И 4 ЭМБЛЕМЫ ОТДЕЛЬНО, НО В ОДНОЙ УПАКОВКЕ — ИХ НУЖНО УСТАНОВИТЬ САМОСТОЯТЕЛЬНО! ВАЖНО! При установке на диск — изгиб крепежного кольца (внутри колпака) должен находиться на против вентиля (см. фото №6). Колесные модельные колпаки SJS (SKS) – достойная альтернатива дорогостоящим легкосплавным дискам. При изготовлении продукции турецкий производитель использует выскокачественный эластичный пластик с примесью капрона, что положительно сказывается на гибкости и прочности колпаков. Колпаки R15 Vw (SJS 320) выдерживают изгибы и деформирования, а значит не треснут, даже если случайно зацепить ими о бордюр, это выгодно отличает SJS от аналогов. В чем преимущество колпаков R15 Vw (SJS 320)?   Инновационные материалы. Колпаки не трескаются, не лопаются, долгое время не теряют своей первоначальной эстетичности  Насыщенно-серебристый цвет покрытия ""играет"" на солнце и таким образом придает богатый вид автомобилю (максимальная эмуляция литого диска)  Надежная система крепления  Большой выбор оригинальных дизайнов  ​Для более надежной фиксации колпака на диске — рекомендуем закреплять капроновыми хомутами (стяжками), по 2 шт. на колпак. Убедительная просьба проверять целостность продукции в отделении транспортной компании, чтобы в случае повреждения можно было написать претензию перевозчику.",-,,,,,Тип,Колпаки,,,Цвет,Серебристый,Материал,Пластик,,,,,,,"Размер (радиус), """,R15,Вид эмблемы,Volkswagen,Комплект поставки,комплект (4 шт.)
E2985LC,"Автомобильные колпаки Opel R14"" темная эмблема, серебро - (Jestic Fame) - шт.",484,₴,"https://content1.rozetka.com.ua/goods/images/big/89083951.jpg, https://content.rozetka.com.ua/goods/images/big/89084151.jpg",,-,,,,,Тип,Колпаки,,,Цвет,Серебристый,Материал,Пластик,,,,,,,"Размер (радиус), """,R14,Вид эмблемы,Opel,Комплект поставки,шт.
KL109,Нарядная одежда для мальчика с вышивкой 56 см белый,541,₴,https://content.rozetka.com.ua/goods/images/big/252693574.jpg,"В комплект входит: кофта, штаны, шапочка, пинетки.Изготовлен из ткани интерлок, хлопок 100%.Украшенный данный костюм оригинальной вышивкой. Все детали вышитые.гипоаллергенный материалподарочный вариантЧасто такой костюм также покупают для подарка новорожденным детям, ведь он очень хороший и приятный на ощупь",+,,,,,,,,,,,,,,,,,,,Детский возраст,"1 месяц, 2 месяца, С рождения",Рост,56 см,Пол,Для мальчиков,Сезон,"Весенний, Демисезонный, Зимний, Летний, Осенний",Вид ткани,Хлопок,Страна-производитель товара,Украина
8228940,Антифриз WOLF ANTI-FREEZE STANDARD G11 20L (8325281),2876,₴,https://content2.rozetka.com.ua/goods/images/big/216429892.jpg,AFNOR: NF R 15-601 ▪ ASTM: D3306 ▪ ASTM: D4985 ▪ BS: 6580 ▪ MAN: 324 NF ▪ MB: 325.0 ▪ MTU: MTL 5048 ▪ POLISH STANDARD: PN-C-40007 ▪ SAE: J1034 ▪ VW: TL 774-C,+,Бренд,Wolf,,,,,,,,,,,Емкость (вес),20 л,,,,
